PriceNow,PriceOriginal,Guarantee,Country,Series,OS,windows,CoresNumber,ProcessorModel,Processor,ProcessorType,ProcessorFrequency,GpuManufacturer,GpuController,GpuCapacity,ScreenSize,Diagonal,ScreenFrequency,SsdSize,RAM,RAM_type,HDMI,Material,Battery,Weight
109 999 ₽,119 999,1 год,Вьетнам,Nitro 5,не установлена,не установлена,12,12500H,Intel Core i5 12500H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 6 часов,2.5 кг
nan,26 999 ₽,1 год,Китай,V15 IGL,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.85 кг
28 999 ₽,31 999,1 год,Китай,IdeaPad 3 15ITL6,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.65 кг
27 999 ₽,31 999,1 год,Китай,nan,Windows 10 Домашняя 64,установлена,2,nan,,nan,nan,Intel,UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 9 часов,1.5 кг
nan,69 999 ₽,1 год,Китай,nan,Windows 11 Домашняя,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 9 часов,1.46 кг
nan,29 999 ₽,1 год,Китай,HP Notebook 15,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 7 часов,2.57 кг
nan,119 999 ₽,1 год,Китай,Legion 5,не установлена,не установлена,6,5600H,AMD Ryzen 5 5600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",120 Гц,1 ТБ,16 ГБ,DDR4,1 шт,пластик,до 9 часов,2.4 кг
nan,59 999 ₽,1 год,Китай,nan,не установлена,не установлена,10,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.69 кг
nan,94 999 ₽,1 год,Китай,TUF Gaming A15,Windows 10 Домашняя 64,установлена,8,nan,,nan,nan,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминий/ пластик,до 5 часов,2.3 кг
129 999 ₽,139 999,1 год,Китай,nan,Windows 11 Pro,установлена,12,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"13.4""(34 см)","13.4""/1920x1200 пикс.",120 Гц,1 ТБ,16 ГБ,LPDDR5,1 шт,металл/ пластик,до 9 часов,1.35 кг
209 999 ₽,229 999,1 год,Китай,Vector GP76,не установлена,nan,14,12700H,Intel Core i7 12700H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",nan,1 ТБ,32 ГБ,DDR5,1 шт,ABS-пластик,до 5 часов,2.9 кг
nan,39 999 ₽,1 год,Китай,VivoBook 15,Windows 11 Домашняя,установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.8 кг
169 999 ₽,189 999,1 год,Китай,XD-73UK325SH,Windows 10 Домашняя,установлена,8,11800H,Intel Core i7 11800H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",300 Гц,512 ГБ,32 ГБ,DDR4,1 шт,алюминий/ пластик,до 5 часов,2.77 кг
nan,114 999 ₽,1 год,Китай,Victus 16,не установлена,не установлена,12,12500H,Intel Core i5 12500H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR5,nan,пластик/ металл,до 6 часов,2.46 кг
nan,29 999 ₽,1 год,Китай,V14 ADA,не установлена,не установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.6 кг
49 999 ₽,54 999,1 год,Китай,nan,Windows 11 Домашняя 64,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 11 часов,1.41 кг
nan,114 999 ₽,1 год,Китай,Victus 16,не установлена,не установлена,12,12500H,Intel Core i5 12500H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR5,nan,пластик/ металл,до 6 часов,2.46 кг
nan,77 999 ₽,1 год,Китай,IdeaPad Gaming 3 15IHU6,Windows 11 Домашняя 64,установлена,4,11300H,Intel Core i5 11300H 3.1 ГГц,Core i5,3.1 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",120 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,2.25 кг
89 999 ₽,99 999,1 год,Китай,51EE123SH,Windows 10 Домашняя,установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.03 кг
69 999 ₽,74 999,1 год,Китай,ThinkPad E15 Gen 4 (Intel),не установлена,не установлена,10,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,nan,nan,nan,nan,nan
61 999 ₽,69 999,1 год,Китай,MagicBook 16,не установлена,не установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",60 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминиевый сплав,до 8 часов,1.84 кг
nan,24 999 ₽,1 год,Китай,nan,не установлена,не установлена,4,nan,,nan,nan,Intel,UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,ABS-пластик,до 10 часов,1.76 кг
nan,24 999 ₽,1 год,Китай,nan,не установлена,не установлена,2,nan,,nan,nan,Intel,UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,ABS-пластик,до 10 часов,1.76 кг
nan,64 999 ₽,1 год,Китай,nan,Windows 10 Pro 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 8 ч 30 мин,1.6 кг
nan,64 999 ₽,1 год,Китай,nan,Endless OS,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,1.1 кг
nan,89 999 ₽,1 год,Китай,Victus,не установлена,не установлена,6,5600H,AMD Ryzen 5 5600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,nan,пластик/ металл,до 8 часов,2.46 кг
nan,239 999 ₽,1 год,Китай,Raider GE76,Windows 11 Домашняя,установлена,14,12900HK,Intel Core i9 12900HK 2.5 ГГц,Core i9,2.5 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",nan,1 ТБ,32 ГБ,DDR5,1 шт,ABS-пластик,до 5 часов,2.9 кг
nan,89 999 ₽,1 год,Китай,EliteBook 830 G8,не установлена,не установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"13.3""(33.8 см)","13.3""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,ABS-пластик,nan,1.24 кг
nan,54 999 ₽,1 год,Китай,nan,Endless OS,не установлена,2,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,1.1 кг
69 999 ₽,74 999,1 год,Китай,ThinkPad E14 Gen 4 (Intel),не установлена,не установлена,10,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминиевый сплав,до 12 часов,1.64 кг
84 999 ₽,99 999,1 год,Китай,nan,Windows 10 Pro 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 11 часов,1.59 кг
49 999 ₽,54 999,1 год,Китай,nan,не установлена,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX450 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 7 часов,1.75 кг
nan,24 999 ₽,1 год,Китай,IdeaPad 3 15IGL05,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 14 часов,1.7 кг
nan,69 999 ₽,1 год,Китай,ProBook 450 G9,не установлена,не установлена,10,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминий,до 10 часов,1.74 кг
52 999 ₽,59 999,1 год,Китай,Pavilion 14,Windows 11 Домашняя 64,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,пластик/ металл,до 6 часов,2.2 кг
49 999 ₽,59 999,1 год,Китай,nan,Windows 11 Pro 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 6 часов,1.6 кг
17 999 ₽,18 999,1 год,Китай,NB,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel HD Graphics 500,nan,"13.3""(33.8 см)","13.3""/1920x1080 пикс.",60 Гц,nan,4 ГБ,DDR3L,1 шт,пластик,до 5 часов,1.27 кг
nan,259 999 ₽,1 год,Тайвань,ProArt Studiobook Pro 16 OLED,Windows 10 Домашняя 64,установлена,8,nan,,nan,nan,NVIDIA,NVIDIA RTX A3000 6GB,6 ГБ,"16""(40.6 см)","16""/3840x2400 пикс.",60 Гц,1 ТБ,32 ГБ,DDR4,1 шт,металл,до 6 часов,2.4 кг
nan,49 999 ₽,1 год,Китай,Pavilion,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,NVIDIA,Radeon Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик/ алюминий,до 7 часов,1.41 кг
99 999 ₽,119 999,1 год,Китай,nan,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Graphics,nan,"14.2""(36.1 см)","14,2""/2520x1680 пикс.",nan,512 ГБ,16 ГБ,LPDDR4X,1 шт,металл,nan,1.43 кг
nan,195 999 ₽,1 год,Китай,MacBook Pro,macOS,nan,10,nan,,nan,nan,Apple,nan,nan,nan,,120 Гц,512 ГБ,16 ГБ,nan,nan,алюминий,до 17 часов,1.64 кг
39 999 ₽,53 999,1 год,Китай,340S G7,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 10 часов,1.47 кг
nan,49 999 ₽,1 год,Китай,VivoBook 15,Windows 10 Домашняя,установлена,2,nan,,nan,nan,NVIDIA,GeForce MX330 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 часов,1.8 кг
nan,419 999 ₽,1 год,Китай,MacBook Pro,macOS,nan,8,nan,,nan,nan,Apple,nan,nan,nan,,120 Гц,8 ТБ,32 ГБ,nan,nan,алюминий,до 17 часов,1.64 кг
54 999 ₽,59 999,1 год,Тайвань,Vivobook 15,Windows 11 Домашняя 64,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 часов,1.8 кг
24 999 ₽,27 999,1 год,Китай,Extensa 15,не установлена,не установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.9 кг
nan,37 999 ₽,1 год,Китай,240 G7,DOS,не установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1366x768 пикс.",60 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 12 часов,1.52 кг
43 999 ₽,46 999,1 год,Китай,240 G8,Windows 10 Pro 64,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.47 кг
242 999 ₽,269 999,1 год,Китай,Creator,Windows 11 Pro,установлена,14,nan,,nan,nan,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17""(43.2 см)","17""/2560x1440 пикс.",165 Гц,2 ТБ,32 ГБ,DDR5,1 шт,алюминий/ пластик,до 5 часов,2.49 кг
64 999 ₽,71 999,1 год,Китай,Katana GF76,DOS,не установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce GTX 1650 4GB Max-Q,4 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,8 ГБ,DDR4 SO-DIMM,1 шт,металл/ пластик,до 5 часов,2.6 кг
107 999 ₽,119 999,1 год,Китай,Katana,DOS,не установлена,10,12650H,Intel Core i7 12650H 4.7 ГГц,Core i7,4.7 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,1 ТБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.6 кг
89 999 ₽,99 999,1 год,Китай,Katana,Windows 11,установлена,8,12450H,Intel Core i5 12450H 4.4 ГГц,Core i5,4.4 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.6 кг
62 999 ₽,69 999,1 год,Китай,Katana,DOS,не установлена,6,11400H,Intel Core i5 11400H 4.5 ГГц,Core i5,4.5 ГГц,NVIDIA,GeForce GTX 1650 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,2.25 кг
99 999 ₽,109 999,1 год,Китай,Katana,Windows 11,установлена,8,12450H,Intel Core i5 12450H 4.4 ГГц,Core i5,4.4 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.6 кг
99 999 ₽,109 999,1 год,Китай,Katana,Windows 11,установлена,12,12500H,Intel Core i5 12500H 4.5 ГГц,Core i5,4.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.25 кг
143 999 ₽,159 999,1 год,Китай,Katana,Windows 11,установлена,14,12700H,Intel Core i7 12700H 4.7 ГГц,Core i7,4.7 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR5,1 шт,пластик,до 5 часов,2.6 кг
78 999 ₽,86 999,1 год,Китай,Katana,DOS,не установлена,12,12500H,Intel Core i5 12500H 4.5 ГГц,Core i5,4.5 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.6 кг
242 999 ₽,269 999,1 год,Китай,Raider,Windows 11,установлена,16,12900HX,Intel Core i9 12900HX 2.3 ГГц,Core i9,2.3 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/2560x1440 пикс.",240 Гц,2 ТБ,32 ГБ,DDR5,1 шт,алюминий/ пластик,до 5 часов,2.9 кг
96 999 ₽,105 999,1 год,Китай,Prestige,Windows 11,установлена,12,nan,,nan,nan,NVIDIA,GeForce GTX 1650 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,16 ГБ,LPDDR5,1 шт,пластик,до 5 часов,1.69 кг
112 999 ₽,124 999,1 год,Китай,Summit,Windows 11 Pro,установлена,12,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"13.4""(34 см)","13.4""/1920x1200 пикс.",120 Гц,1 ТБ,16 ГБ,LPDDR5,1 шт,алюминий/ пластик,до 5 часов,1.35 кг
211 999 ₽,234 999,1 год,Китай,Stealth,Windows 11,установлена,14,12700H,Intel Core i7 12700H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/2560x1440 пикс.",240 Гц,2 ТБ,32 ГБ,DDR5,1 шт,алюминий/ пластик,до 5 часов,2.8 кг
112 999 ₽,124 999,1 год,Китай,Summit,Windows 11 Pro,установлена,12,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"16""(40.6 см)","16""/1920x1200 пикс.",165 Гц,1 ТБ,16 ГБ,LPDDR5,1 шт,алюминий/ пластик,до 5 часов,1.9 кг
121 999 ₽,134 999,1 год,Китай,CROSSHAIR 15,Windows 11 Домашняя 64,установлена,14,12700H,Intel Core i7 12700H 3.5 ГГц,Core i7,3.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4 SO-DIMM,1 шт,металл/ пластик,до 6 часов,2.3 кг
166 499 ₽,184 999,1 год,Китай,Vector,Windows 11,установлена,14,12700H,Intel Core i7 12700H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,1 ТБ,16 ГБ,DDR5,1 шт,алюминий/ пластик,до 5 часов,2.9 кг
109 999 ₽,124 999,1 год,Вьетнам,Nitro 5,не установлена,не установлена,6,6600H,AMD Ryzen 5 6600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,LPDDR5,1 шт,пластик,до 6 часов,2 кг
nan,44 999 ₽,1 год,Китай,IdeaPad 1 15ADA7,Windows 11 Домашняя 64,установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 9 ч 30 мин,1.6 кг
nan,219 999 ₽,1 год,Китай,Legion 5 Pro 16IAH7H,не установлена,не установлена,14,12900H,Intel Core i9 12900H 3.8 ГГц,Core i9,3.8 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"16""(40.6 см)","16""/2560x1600 пикс.",165 Гц,1 ТБ,32 ГБ,DDR5,1 шт,анодированный алюминий,до 7 часов,2.49 кг
nan,39 999 ₽,1 год,Китай,IdeaPad 1 15ADA7,не установлена,не установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 9 ч 30 мин,1.6 кг
nan,104 999 ₽,1 год,Китай,IdeaPad Gaming 3 16IAH7,не установлена,не установлена,12,12500H,Intel Core i5 12500H 3.3 ГГц,Core i5,3.3 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"16""(40.6 см)","16""/1920x1200 пикс.",165 Гц,1 ТБ,16 ГБ,DDR4,1 шт,ABS-пластик,до 10 часов,2.6 кг
nan,49 999 ₽,1 год,Китай,IdeaPad 3 15ABA7,Windows 11 Домашняя 64,не установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 13 часов,1.65 кг
42 999 ₽,49 999,1 год,Китай,V14 G2 ITL,Windows 10 Pro 64,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 часов,1.6 кг
59 999 ₽,88 999,1 год,Китай,ProBook 450 G8,Windows 10 Pro,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,алюминий,до 12 ч 30 мин,1.74 кг
38 999 ₽,43 499,1 год,Китай,Vivobook,Windows 11 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.8 кг
nan,85 899 ₽,1 год,Китай,Pulse GL66,не установлена,не установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,8 ГБ,DDR4,1 шт,алюминиевый сплав,до 5 ч 10 мин,2.25 кг
nan,170 499 ₽,1 год,Китай,Prestige 14,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,NVIDIA,GeForce GTX 1650 4GB Max-Q,4 ГБ,"14""(35.5 см)","14""/1920x1080 пикс.",nan,1 ТБ,16 ГБ,DDR4,nan,алюминиевый сплав,до 10 часов,1.29 кг
nan,51 999 ₽,1 год,Китай,Extensa,nan,не установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,1.9 кг
39 999 ₽,50 899,1 год,Китай,Ideapad 3 15,не установлена,не установлена,4,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,1.65 кг
59 999 ₽,68 899,1 год,Китай,Vostro 15,Linux,не установлена,4,nan,,nan,nan,AMD,Radeon RX Vega 8,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.7 кг
nan,41 899 ₽,1 год,Китай,IdeaPad 3,Windows 10 Домашняя,установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,4 ГБ,DDR4,1 шт,пластик,до 9 часов,1.85 кг
nan,34 999 ₽,1 год,Китай,Vivobook,Windows 10 Домашняя,установлена,2,nan,,nan,nan,NVIDIA,GeForce MX130 2ГБ,2 ГБ,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,4 ГБ,DDR4,1 шт,пластик,до 5 часов,1.6 кг
39 999 ₽,45 999,1 год,Китай,Extensa,Windows 10 Домашняя,установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,4 ГБ,DDR4,1 шт,пластик,до 9 часов,1.9 кг
29 999 ₽,40 999,1 год,Китай,Vivobook,Windows 10 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 5 часов,1.6 кг
nan,149 799 ₽,1 год,Китай,Vostro,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,1.78 кг
nan,54 999 ₽,1 год,Китай,255 G8,Windows 10 Pro,установлена,4,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 7 часов,1.78 кг
nan,63 599 ₽,1 год,Китай,15S,Windows 10 Домашняя,установлена,4,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,4 ГБ,DDR4,1 шт,пластик,до 7 часов,1.7 кг
27 999 ₽,34 899,1 год,Китай,Extensa,nan,не установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 9 часов,1.9 кг
